2026-02-01 00:00:07 | WARN | search | Rate limit nearing threshold remaining=17 (env=dev, region=ap-southeast-1, ip=5.167.240.107, request_id=q58cyw4g0u1g404w, trace_id=ga8rz5tl68r0vmzz00duessx, ua="PostmanRuntime/7.36.0")
2026-02-01 19:54:24 | WARN | profile | Slow response detected (479ms) endpoint=/logout (env=dev, region=eu-west-1, ip=142.172.186.42, request_id=il4vcwkxn5qloh08, trace_id=wjhrhyyo36xza2yirbyzu7t1, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 19:54:28 | WARN | scheduler | Circuit breaker half-open dependency=kms (env=prod, region=ap-southeast-1, ip=133.223.238.182, request_id=t5nxcs3ftyytbhnr, trace_id=b05xwfozkmkjmjw5j5usgcqr, ua="PostmanRuntime/7.36.0")
2026-02-01 19:54:34 | WARN | billing | Slow response detected (2596ms) endpoint=/files/upload (env=prod, region=me-south-1, ip=177.187.54.165, request_id=jl1iwhteb9f51r5m, trace_id=f0kwjdfey9nop8go6n6wbbjc, ua="curl/8.4.0")
2026-02-01 19:54:46 | WARN | profile | Temporary network jitter detected rtt_ms=137 (env=staging, region=ap-southeast-1, ip=83.252.167.84, request_id=250y1tpumqvd2zm5, trace_id=t90aenwgs4bg39wuxt89613s, ua="curl/8.4.0")
2026-02-01 19:54:51 | WARN | search | Temporary network jitter detected rtt_ms=475 (env=staging, region=ap-southeast-1, ip=9.209.143.210, request_id=b33hg74nna7n243c, trace_id=77mqpkcyhahulowxthg5mhoh, ua="PostmanRuntime/7.36.0")
2026-02-01 19:54:55 | WARN | worker | Circuit breaker half-open dependency=orders-api (env=prod, region=ap-southeast-1, ip=6.55.209.42, request_id=4npn9ukcwrtvthcu, trace_id=r9nrrluh62wremo9p4gvbhy2, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 19:54:58 | WARN | gateway | Temporary network jitter detected rtt_ms=308 (env=dev, region=me-south-1, ip=107.52.222.138, request_id=9m5c682g1iqgu5mx, trace_id=uzc59dl9qd5wkb8j3j3s2rnd, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 19:55:04 | WARN | cdn | Elevated error rate observed window_s=120 rate=3.3% (env=prod, region=ap-southeast-1, ip=176.23.122.77, request_id=f9bvbtrjvvrkq57f, trace_id=5wf872fpq30a4j2lwfodeql6, ua="curl/8.4.0")
2026-02-01 19:55:05 | WARN | storage | Rate limit nearing threshold remaining=6 (env=prod, region=ap-southeast-1, ip=232.6.176.23, request_id=2x8he990qovj402b, trace_id=3wm04lap05t787upbrkm00vs, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 19:55:07 | WARN | email | Rate limit nearing threshold remaining=11 (env=prod, region=me-south-1, ip=204.128.90.141, request_id=ss04ssaypvfgob6g, trace_id=mpswtw2g0fa9cm22k3advpi8, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 19:55:08 | WARN | analytics | Rate limit nearing threshold remaining=8 (env=prod, region=us-east-1, ip=18.95.93.224, request_id=cc98pqct3uy7s5ul, trace_id=6sdy3kwrqy9e5m1iy9fslvwc, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 19:55:10 | WARN | db | Rate limit nearing threshold remaining=22 (env=staging, region=me-south-1, ip=252.154.213.239, request_id=brf122eifacz28qa, trace_id=kkcq035dmknqw42hqkbdt5ai, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 19:55:11 | WARN | frontend | High memory usage warning mem=79% (env=dev, region=me-south-1, ip=61.203.203.232, request_id=9yoe8bbvg2dvc82e, trace_id=kze028dxr5ihw971w7s0s9vh, ua="PostmanRuntime/7.36.0")
2026-02-01 19:55:15 | WARN | auth | Disk usage above 80% disk=91% (env=prod, region=ap-southeast-1, ip=239.243.254.106, request_id=vn8y65n8uvywoa4l, trace_id=798fa4amyy7y7hyroaj7uaj6, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 19:55:21 | WARN | notifications | Temporary network jitter detected rtt_ms=488 (env=prod, region=me-south-1, ip=149.84.14.232, request_id=v7nlr4hwenqd3o9c, trace_id=6pc79zya8885q240xjsjokrf, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 19:55:30 | WARN | frontend | Temporary network jitter detected rtt_ms=220 (env=staging, region=us-east-1, ip=211.51.106.122, request_id=f2xcdq98278jusgw, trace_id=oxwgnsokql5310ey90k46up9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 19:55:39 | WARN | inventory | Rate limit nearing threshold remaining=17 (env=prod, region=me-south-1, ip=223.232.162.28, request_id=iwpqqg6rc3itok72, trace_id=ycrm8iq85y93ind4jl9t2xoc, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 19:55:49 | WARN | api | Rate limit nearing threshold remaining=10 (env=prod, region=ap-southeast-1, ip=121.186.180.182, request_id=ibprkg5urqsuaq2z, trace_id=iak2tysdpdphvtlf7o5x1sle, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 19:55:54 | WARN | payments | High memory usage warning mem=88% (env=prod, region=ap-southeast-1, ip=253.68.145.109, request_id=9vanh5m2a9s6f6mm, trace_id=ineewexf3ebxqw80fq34qt7n, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 19:55:55 | WARN | payments | Temporary network jitter detected rtt_ms=541 (env=prod, region=ap-southeast-1, ip=205.72.169.83, request_id=5tg4ny4w9hjlgroj, trace_id=6fj323u93ow1petah0ojbxdv, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 19:56:01 | WARN | auth | Disk usage above 80% disk=97% (env=prod, region=ap-southeast-1, ip=10.26.76.56, request_id=b5wp7bfdsxtxjf81, trace_id=qs5envni26t0z8kwpzdrb7f5, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 19:56:07 | WARN | worker | Rate limit nearing threshold remaining=24 (env=prod, region=us-east-1, ip=189.45.127.48, request_id=bg1z59e69ivdsaq3, trace_id=acijskdhrumd853q9yc1t1lz, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 19:56:09 | WARN | kms | Rate limit nearing threshold remaining=14 (env=dev, region=ap-southeast-1, ip=244.166.187.232, request_id=jmj9ge7yljumqyrz, trace_id=m6picirmz1qk71epw84n84j6, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 19:56:16 | WARN | storage | Rate limit nearing threshold remaining=42 (env=prod, region=me-south-1, ip=226.101.40.155, request_id=f7dtdy6lfzijy1y0, trace_id=o9rirxila34ien1dify7yz1n, ua="PostmanRuntime/7.36.0")
2026-02-01 19:56:24 | WARN | gateway | Rate limit nearing threshold remaining=13 (env=prod, region=ap-southeast-1, ip=97.105.127.56, request_id=rixmlu5n0ty0jce1, trace_id=eq6ynuchr9a1rcps6tupvxn4, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 19:56:37 | WARN | storage | Slow response detected (2984ms) endpoint=/logout (env=prod, region=us-east-1, ip=44.223.103.225, request_id=ra6dmi94wi8s29um, trace_id=zbendo55pwqvch1mhhypqcha, ua="curl/8.4.0")
2026-02-01 19:56:38 | WARN | cdn | High memory usage warning mem=76% (env=staging, region=me-south-1, ip=60.33.113.21, request_id=9zgwue6s8kbstrb8, trace_id=71jtdoc9d5vrflu6w5uxpoq3, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 19:56:43 | WARN | kms | Retrying request to upstream service attempt=4 (env=staging, region=me-south-1, ip=9.158.66.150, request_id=0tv6o8hxobkhn32l, trace_id=m10g3zg0wcjq2xmni2b6x43c, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 19:56:45 | WARN | auth | High memory usage warning mem=67% (env=prod, region=ap-southeast-1, ip=180.167.185.47, request_id=d2lkko7umvoty242, trace_id=iv5v8e86afnt5x7ad7dyvdiy, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 19:56:46 | WARN | payments | Disk usage above 80% disk=89% (env=prod, region=ap-southeast-1, ip=233.97.112.234, request_id=alf8qp4din3x6n12, trace_id=14qdnxhdzr0yc37syg34merj, ua="PostmanRuntime/7.36.0")
2026-02-01 19:56:49 | WARN | api | Payment provider latency high (540ms) (env=staging, region=us-east-1, ip=55.104.140.182, request_id=9j3bo61vap0n85ea, trace_id=6p4jeesb2ltna04thdghi4fy, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 19:56:51 | WARN | scheduler | Disk usage above 80% disk=92% (env=staging, region=us-east-1, ip=25.37.106.122, request_id=05kld2pey4gnn49y, trace_id=b4nzyekg1th358uf7e87waid, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 19:56:54 | WARN | search | Disk usage above 80% disk=93% (env=prod, region=ap-southeast-1, ip=203.69.143.245, request_id=u9h1zjxb0ss1ff6w, trace_id=wyf9qkqxpi0iuedg6zuc6ug7, ua="curl/8.4.0")
2026-02-01 19:56:57 | WARN | cache | Retrying request to upstream service attempt=1 (env=prod, region=me-south-1, ip=7.190.10.24, request_id=uqpqjch57jxgqpmo, trace_id=j3ne86ybth1kqgzks3avrit9, ua="curl/8.4.0")
2026-02-01 19:57:03 | WARN | email | Queue backlog growing size=6929 (env=dev, region=ap-southeast-1, ip=183.20.180.127, request_id=ubfrg3gw6k3obog4, trace_id=doww10awtj3rioxa4b9z3fr1, ua="curl/8.4.0")
2026-02-01 19:57:10 | WARN | api | Elevated error rate observed window_s=30 rate=8.4% (env=prod, region=us-east-1, ip=73.2.143.39, request_id=j0orhfb7up7sbdhw, trace_id=qdiv6ptd6z6216gml1svpbai, ua="curl/8.4.0")
2026-02-01 19:57:14 | WARN | storage | Disk usage above 80% disk=92% (env=prod, region=us-east-1, ip=46.124.215.43, request_id=pqt4hvzh1zpcx57k, trace_id=rdafhj7kp9pnvqsxhrxxxv5x, ua="PostmanRuntime/7.36.0")
2026-02-01 19:57:18 | WARN | frontend | Retrying request to upstream service attempt=2 (env=dev, region=eu-west-1, ip=132.217.176.238, request_id=lwica79qdr36zkue, trace_id=69ovmewl06iyvnil0xhrwryb, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 19:57:20 | WARN | api | Rate limit nearing threshold remaining=7 (env=prod, region=eu-west-1, ip=233.33.157.234, request_id=0ngipnc9la4mtsum, trace_id=thu7vstnvggbapgj2bpqgctm, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 19:57:25 | WARN | notifications | Retrying request to upstream service attempt=2 (env=prod, region=us-east-1, ip=104.112.158.87, request_id=nai3gy2s9a43hz9n, trace_id=x811aqbjdd9zv3i9o23hnoag, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 19:57:28 | WARN | cache | Payment provider latency high (1308ms) (env=dev, region=us-east-1, ip=16.173.251.215, request_id=3gudgf72tpccsu9y, trace_id=zj2fye8civd4ai9cqdnvdjmx, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 19:57:34 | WARN | db | Retrying request to upstream service attempt=5 (env=prod, region=me-south-1, ip=31.123.165.98, request_id=9fb88ksiiub4379a, trace_id=6wk6t08bgvi4g3b7a9chunju, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 19:57:43 | WARN | inventory | Temporary network jitter detected rtt_ms=298 (env=prod, region=ap-southeast-1, ip=104.182.169.22, request_id=k1qqxtidbive5de1, trace_id=ou2o2vel4rujouvbkjo8x9c7, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 19:57:48 | WARN | email | Elevated error rate observed window_s=60 rate=11.1% (env=prod, region=ap-southeast-1, ip=195.46.206.176, request_id=8tani316qqs2crr1, trace_id=4meb9jhtmq51mxapsq4asfej, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 19:57:51 | WARN | search | Slow response detected (2331ms) endpoint=/files/upload (env=prod, region=me-south-1, ip=27.133.96.244, request_id=zvh2e3e6plc4jtrl, trace_id=nhyaiho9lmp5vjmyjjk9cyom, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 19:58:02 | WARN | api | Circuit breaker half-open dependency=stripe (env=prod, region=us-east-1, ip=82.26.164.81, request_id=9tkzywgvzq1sxqws, trace_id=vs9uuyq341sckd8rsu6rjvy7, ua="curl/8.4.0")
2026-02-01 19:58:10 | WARN | inventory | Rate limit nearing threshold remaining=13 (env=prod, region=me-south-1, ip=164.38.55.244, request_id=g8re40bsjaqou9v0, trace_id=7othr7m1l8eumwn8ajdlxyha, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 19:58:11 | WARN | auth | Temporary network jitter detected rtt_ms=660 (env=prod, region=eu-west-1, ip=104.222.81.77, request_id=6hqdxrghgr0oywxc, trace_id=6eisavncu5r8rpjxh9amuke3, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 19:58:13 | WARN | payments | Temporary network jitter detected rtt_ms=569 (env=staging, region=eu-west-1, ip=169.25.75.114, request_id=epjmj1inso77z8gm, trace_id=yahi3zytjb7dtu652s2d3htv, ua="PostmanRuntime/7.36.0")
2026-02-01 19:58:17 | WARN | billing | Payment provider latency high (1154ms) (env=prod, region=us-east-1, ip=200.199.236.70, request_id=nd50zjm9mczdxr0l, trace_id=cqht6se5f8w8sjaly9kdyvmx, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 19:58:18 | WARN | storage | Retrying request to upstream service attempt=3 (env=staging, region=me-south-1, ip=179.68.147.159, request_id=6eqit6uakr6xkjeh, trace_id=pts7lo8x7lk6v8wva1udf8rn, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 19:58:22 | WARN | auth | Queue backlog growing size=2902 (env=staging, region=ap-southeast-1, ip=176.204.126.176, request_id=sczaner74ey5c4in, trace_id=0loik30fem8i4srzk9cpi96q, ua="PostmanRuntime/7.36.0")
2026-02-01 19:58:28 | WARN | inventory | Circuit breaker half-open dependency=stripe (env=prod, region=eu-west-1, ip=184.26.123.189, request_id=s92l0unaz0xmkob8, trace_id=abssimg83z5rdh0xwmspmif0, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 19:58:29 | WARN | db | Elevated error rate observed window_s=60 rate=13.7% (env=prod, region=us-east-1, ip=136.66.4.33, request_id=evrd7sn34r57jdm3, trace_id=79nbpluvz3d1tvlzpbuxjkt5, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 19:58:39 | WARN | storage | Queue backlog growing size=6890 (env=prod, region=us-east-1, ip=123.247.148.233, request_id=4jxiggns35ahug1j, trace_id=zsqwgpzrc4ga13y7sve5j1yw, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 19:58:41 | WARN | kms | Queue backlog growing size=7439 (env=prod, region=me-south-1, ip=5.252.115.189, request_id=gntch3wrpdaz1xla, trace_id=ucgrto3abjax5w5augh3ejf9, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 19:58:47 | WARN | analytics | Queue backlog growing size=8643 (env=prod, region=me-south-1, ip=95.76.102.21, request_id=gizim8akcabec2do, trace_id=w3m9p5cut6b2p08f8u6lcvtu, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 19:58:59 | WARN | inventory | Temporary network jitter detected rtt_ms=337 (env=prod, region=ap-southeast-1, ip=181.216.209.114, request_id=ynnuzrmmmv4iig9u, trace_id=z4tej7zpqkdjg2tovsvbk8sr, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 19:59:03 | WARN | scheduler | Disk usage above 80% disk=80% (env=prod, region=us-east-1, ip=72.238.129.15, request_id=2yu2wdgu5c2dcue2, trace_id=4k7nnhpb22wm7ulhw7bq5yyz, ua="curl/8.4.0")
2026-02-01 19:59:05 | WARN | storage | Circuit breaker half-open dependency=stripe (env=prod, region=eu-west-1, ip=151.133.31.143, request_id=1sd6vxtmdtyyqpo2, trace_id=gz3gy44n0vhn79yquzlgkoh8, ua="PostmanRuntime/7.36.0")
2026-02-01 19:59:07 | WARN | frontend | High memory usage warning mem=84% (env=prod, region=us-east-1, ip=25.38.69.183, request_id=cj9ju9afe3w69928, trace_id=szixm1zvp4my2lrtf5tlmli6, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 19:59:10 | WARN | storage | Queue backlog growing size=4805 (env=prod, region=me-south-1, ip=229.115.85.228, request_id=zd0hhr49eqawqmy6, trace_id=09eyujqpz2555sd67vq0ks9f, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 19:59:14 | WARN | api | Rate limit nearing threshold remaining=9 (env=prod, region=ap-southeast-1, ip=40.198.84.52, request_id=bccgaj66ttuyrpdv, trace_id=5uq05i64qvef952ov6crm31e, ua="PostmanRuntime/7.36.0")
2026-02-01 19:59:16 | WARN | frontend | Retrying request to upstream service attempt=5 (env=prod, region=ap-southeast-1, ip=30.102.236.68, request_id=we8t9qkpd45l8fx6, trace_id=e1iu2raeazdwjxwj6ve0ht3d, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 19:59:21 | WARN | email | High memory usage warning mem=60% (env=prod, region=us-east-1, ip=186.251.176.151, request_id=p3q592jrlp9pdd3r, trace_id=hwj2pgcpelj91hqsiucu6w03, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 19:59:24 | WARN | search | Rate limit nearing threshold remaining=21 (env=staging, region=us-east-1, ip=59.224.33.128, request_id=1lsjfv58h51vdphy, trace_id=28f7qjndowuoosnj51g4jq39, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 19:59:25 | WARN | storage | Payment provider latency high (1478ms) (env=prod, region=me-south-1, ip=214.243.216.53, request_id=0tay9al54dh428f1, trace_id=qr7k1yd56u3sfnetgr6prsqn, ua="curl/8.4.0")
2026-02-01 19:59:26 | WARN | api | Temporary network jitter detected rtt_ms=783 (env=prod, region=ap-southeast-1, ip=13.53.25.140, request_id=zviw3uu8p766thy5, trace_id=v7mq6yxpjirx2yod6qsbipi4, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 19:59:27 | WARN | cache | Retrying request to upstream service attempt=1 (env=dev, region=ap-southeast-1, ip=197.254.80.114, request_id=6r6j8p2y31ehqzcv, trace_id=hi6lijzhzhngmi3cwyscv8s8, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 19:59:36 | WARN | cdn | Rate limit nearing threshold remaining=24 (env=dev, region=eu-west-1, ip=219.223.116.172, request_id=uxfsi92ilnjzl64x, trace_id=eacob637rx3l70lzf3f4dp6u, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 19:59:38 | WARN | search | Queue backlog growing size=2880 (env=dev, region=eu-west-1, ip=211.66.129.210, request_id=7yxw51dr4ovw8sss, trace_id=baqty6wn15pcg71wvhz9i324, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 19:59:40 | WARN | orders | Disk usage above 80% disk=96% (env=prod, region=me-south-1, ip=169.166.1.94, request_id=jh2f9d5hq08s52c1, trace_id=8tjtebhlh9qbwjtb5rh3i04n, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 19:59:58 | WARN | notifications | Disk usage above 80% disk=91% (env=prod, region=eu-west-1, ip=56.224.200.76, request_id=ve1gf4gamueq74d2, trace_id=ot17h5oaiiyhuy1f35gkcx6y, ua="PostmanRuntime/7.36.0")
2026-02-01 20:00:03 | WARN | search | Slow response detected (27ms) endpoint=/users/4713/profile (env=staging, region=ap-southeast-1, ip=234.69.230.138, request_id=rit3iu73evo42kd3, trace_id=kqs01iz8uy8aby8tg2599x65, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 20:00:05 | WARN | db | Rate limit nearing threshold remaining=8 (env=prod, region=me-south-1, ip=149.22.57.49, request_id=nmzyfkwtu08f7kpm, trace_id=5pppg1y0dgpj4pmk2jvwneho, ua="curl/8.4.0")
2026-02-01 20:00:10 | WARN | payments | Disk usage above 80% disk=93% (env=staging, region=ap-southeast-1, ip=160.3.237.240, request_id=bcpfm6eboeh20nw7, trace_id=kfbje6op4tbmj70v48demxw5, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 20:00:17 | WARN | db | Rate limit nearing threshold remaining=17 (env=staging, region=ap-southeast-1, ip=174.13.101.122, request_id=m7a8z4vd1qwxziac, trace_id=rcx0y7inhk07tgungy9j967w, ua="curl/8.4.0")
2026-02-01 20:00:19 | WARN | storage | Queue backlog growing size=7249 (env=prod, region=ap-southeast-1, ip=22.249.175.7, request_id=kgkojxmeq3fe7cx3, trace_id=8h9cujoa7ly8y1zhmqdgtnuh, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 20:00:26 | WARN | api | Elevated error rate observed window_s=60 rate=9.0% (env=prod, region=me-south-1, ip=136.14.228.98, request_id=9qd8albiab20epiq, trace_id=izzxytw79afsenioopoiz2c1, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 20:00:37 | WARN | kms | Disk usage above 80% disk=96% (env=prod, region=ap-southeast-1, ip=229.30.102.200, request_id=2wai3m1i9vc8ksbu, trace_id=3yxncjyse6u8if84soevxwd8, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 20:00:41 | WARN | inventory | Rate limit nearing threshold remaining=3 (env=prod, region=me-south-1, ip=138.64.225.234, request_id=kc1fsinso09r8a7q, trace_id=gk5l8hhkgzglg97yni3o12yb, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 20:00:50 | WARN | storage | High memory usage warning mem=62% (env=dev, region=us-east-1, ip=13.249.53.40, request_id=vqynbv1q09r7gnkt, trace_id=nbxmxm3cymwvwi830y7fj3ry, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 20:00:52 | WARN | inventory | Payment provider latency high (396ms) (env=prod, region=us-east-1, ip=4.203.32.16, request_id=fgziklamn7x3r6r6, trace_id=eqx6k73d207kkqizxp45dlof, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 20:00:54 | WARN | db | Slow response detected (1642ms) endpoint=/inventory/SKU73509 (env=prod, region=me-south-1, ip=36.13.222.1, request_id=1pcyk75geu6xqt01, trace_id=ay2ndt3pegxynef5lyej30gs, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 20:00:55 | WARN | worker | Queue backlog growing size=1105 (env=prod, region=eu-west-1, ip=173.119.51.234, request_id=7uifktzyrfppygz1, trace_id=sp7y0mwbceevr6kxbcv7a0ys, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 20:00:57 | WARN | api | Retrying request to upstream service attempt=5 (env=dev, region=me-south-1, ip=118.189.141.11, request_id=jynvpliv1szynb60, trace_id=j2vzpusqntc7mmzc7xm3mdyh, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 20:01:02 | WARN | cache | High memory usage warning mem=67% (env=prod, region=me-south-1, ip=245.129.4.88, request_id=zu3ze600uc8hsero, trace_id=5d9j5wvo8zefozlz1xv5d0bl, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 20:01:05 | WARN | profile | Rate limit nearing threshold remaining=23 (env=staging, region=eu-west-1, ip=98.29.34.158, request_id=i3jv0pk4rweig831, trace_id=fhnfetp8vpqbpbhrtb0u27nn, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 20:01:06 | WARN | gateway | Elevated error rate observed window_s=60 rate=5.7% (env=prod, region=ap-southeast-1, ip=179.180.183.91, request_id=bc0gy1rsykjc12r1, trace_id=69lm0wsfui9qo617tbio7ngn, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 20:01:07 | WARN | billing | Slow response detected (2889ms) endpoint=/health (env=prod, region=me-south-1, ip=1.106.153.144, request_id=g2wg35kewuos8iwx, trace_id=mocbjrphc0p3nq12ezp547tx, ua="curl/8.4.0")
2026-02-01 20:01:12 | WARN | profile | Slow response detected (2400ms) endpoint=/files/8408 (env=prod, region=eu-west-1, ip=217.6.229.119, request_id=xx4nkkuzsf8f7ey7, trace_id=evx3ucwwz2ukrie6pxuiyv57, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 20:01:33 | WARN | email | Disk usage above 80% disk=96% (env=staging, region=me-south-1, ip=253.165.117.143, request_id=3v2prqz3reob93vq, trace_id=826vy91bl8dvjn4u3npmmkua, ua="curl/8.4.0")
2026-02-01 20:01:34 | WARN | analytics | Elevated error rate observed window_s=60 rate=10.5% (env=prod, region=ap-southeast-1, ip=173.187.131.100, request_id=f0coobcty2cb3def, trace_id=5iezcwwt1bt7a6v32zd6dw75, ua="PostmanRuntime/7.36.0")
2026-02-01 20:01:35 | WARN | email | Temporary network jitter detected rtt_ms=644 (env=prod, region=us-east-1, ip=128.145.36.112, request_id=4inb0w1wranwmc8b, trace_id=ug324mt5r3fq8mkme5278ccd, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 20:01:36 | WARN | db | Retrying request to upstream service attempt=1 (env=prod, region=us-east-1, ip=233.217.100.51, request_id=id3s60pz2per2lcu, trace_id=6b6oqa30x1fo9jac0vwrheud, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 20:01:41 | WARN | gateway | Disk usage above 80% disk=84% (env=prod, region=eu-west-1, ip=128.205.27.87, request_id=y1wuxbyx8un6u1x0, trace_id=h76t9jr5vmqszr1pvsplca4w, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 20:01:45 | WARN | profile | Retrying request to upstream service attempt=2 (env=prod, region=me-south-1, ip=12.117.126.70, request_id=8e55l60ak7t6qxgw, trace_id=4w24hcg2ltjh20ypuh4671a7, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 20:01:47 | WARN | cdn | Slow response detected (775ms) endpoint=/search?q=book (env=prod, region=me-south-1, ip=215.111.95.65, request_id=l0bd1yobtbts6vwp, trace_id=hv24fmcfotkhanpf6jft6r4j, ua="curl/8.4.0")
2026-02-01 20:01:50 | WARN | db | Elevated error rate observed window_s=300 rate=10.3% (env=dev, region=us-east-1, ip=154.98.27.181, request_id=2wy77pm0i7zuywte, trace_id=hio8zgmabuv121a9x030o377, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
